Name,DNS Domain,Type,Status,IP Address,D Operating System,D Host Domain
fenwebmlp16,,Windows,Decommissioned,192.168.20.192,Windows 2003,mneti.local
fenwebmls03,,Windows,In Use,192.168.12.96,Windows 2003,mneti.local
fenwebmls04,mneti.local,Windows,In Use,192.168.12.78,Windows 2008 R2,mneti.local
fenwebmmd01,,Windows,In Use,156.45.66.10,Windows 2008 R2,us.maritz.net
fenwebmmd02,,Windows,In Use,156.45.66.103,Windows 2003,us.maritz.net
fenwebmmd04,,Windows,In Use,156.45.66.88,Windows 2008 R2,us.maritz.net
fenwebmmd05,maritzdev.com,Windows,In Use,172.19.4.30,Windows 2008 R2,us.maritz.net
fenwebmmd06,,Windows,In Use,156.45.66.97,Windows 2008 R2,us.maritz.net
fenwebmmd08,,Windows,Installed,156.45.66.33,Windows 2008 R2,us.maritz.net
fenwebmmd09,,Windows,Installed,156.45.66.29,Windows 2008 R2,us.maritz.net
fenwebmmd10,us.maritz.net,Windows,Build/Rebuild,156.45.66.100,,
fenwebmmd11,,Windows,Build/Rebuild,156.45.66.107,Windows Server 2012 R2 Standard R2,us.maritz.net
fenwebmmd12,,Windows,Build/Rebuild,156.45.66.9,Windows Server 2012 R2 Standard R2,us.maritz.net
fenwebmmp03,,Windows,In Use,192.168.12.55,Windows 2003,mneti.local
fenwebmmp06,,Windows,In Use,192.168.12.86,Windows 2003,mneti.local
fenwebmmp07,,Windows,In Use,192.168.12.87,Windows 2003,mneti.local
fenwebmmp15,,Windows,In Use,192.168.21.182,Windows 2003,mneti.local
fenwebmmp16,,Windows,In Use,192.168.21.50,Windows 2003,mneti.local
fenwebmmp17,,Windows,In Use,192.168.10.92,Windows 2003,mneti.local
fenwebmmp18,,Windows,In Use,192.168.10.90,Windows 2003,mneti.local
fenwebmmp22,,Windows,Decommissioned,192.168.238.45,Windows 2003,mpni.local
fenwebmmp23,,Windows,Decommissioned,192.168.238.46,Windows 2003,mpni.local
fenwebmmp24,,Windows,In Use,192.168.13.25,Windows 2003,mneti.local
fenwebmmp28,mneti.local,Windows,In Use,192.168.12.54,Windows 2008 R2,mneti.local
fenwebmmp29,mneti.local,Windows,In Use,192.168.12.66,Windows 2008 R2,mneti.local
fenwebmmp30,,Windows,In Use,192.168.238.53,Windows 2008 R2,mpni.local
fenwebmmp31,,Windows,In Use,192.168.238.54,Windows 2008 R2,mpni.local
fenwebmmp32,,Windows,In Use,192.168.238.55,Windows 2008 R2,mpni.local
fenwebmmp33,mpne.local,Windows,In Use,156.45.69.28,Windows 2008 R2,mpne.local
fenwebmmp34,mpne.local,Windows,In Use,156.45.69.29,Windows 2008 R2,mpne.local
fenwebmmp35,mneti.local,Windows,In Use,192.168.20.84,Windows 2008 R2,mneti.local
fenwebmmp36,mneti.local,Windows,In Use,192.168.12.48,Windows 2008 R2,mneti.local
fenwebmmp37,mneti.local,Windows,In Use,192.168.12.43,Windows 2008 R2,mneti.local
fenwebmmp39,,Windows,In Use,192.168.20.64,Windows 2008 R2,mneti.local
fenwebmmp40,,Windows,In Use,192.168.12.53,Windows 2008 R2,mneti.local
fenwebmmp41,mneti.local,Windows,In Use,192.168.12.44,Windows 2008 R2,mneti.local
fenwebmmp49,,Windows,In Use,192.168.12.117,Windows 2008 R2,mneti.local
fenwebmmp50,mneti.local,Windows,In Use,192.168.12.118,Windows 2008 R2,mneti.local
fenwebmmp51,,Windows,In Use,192.168.12.119,Windows 2008 R2,mneti.local
fenwebmmp52,,Windows,In Use,156.45.54.55,Windows 2008 R2,us.maritz.net
fenwebmmp53,,Windows,In Use,156.45.54.23,Windows 2008 R2,us.maritz.net
fenwebmmp55,,Windows,In Use,156.45.59.27,Windows 2008 R2,mnete.local
fenwebmmp56,,Windows,In Use,156.45.50.77,Windows Server 2012 R2 Standard R2,us.maritz.net
fenwebmmp57,mpni.local,Windows,In Use,192.168.238.57,Windows 2008 R2,mpni.local
fenwebmmp58,mpni.local,Windows,In Use,192.168.238.58,Windows 2008 R2,mpni.local
fenwebmmp59,mneti.local,Windows,In Use,192.168.20.68,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmmp60,mneti.local,Windows,In Use,192.168.20.69,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmmp61,mpni.local,Windows,In Use,192.168.238.61,Windows Server 2012 R2 Standard R2,mpni.local
fenwebmmp62,,Windows,In Use,192.168.10.41,,
fenwebmmp63,,Windows,In Use,192.168.10.43,,
fenwebmmp64,mpni.local,Windows,In Use,192.168.238.62,Windows Server 2012 R2 Standard R2,mpni.local
fenwebmmp65,,Windows,Build/Rebuild,172.19.6.33,,
fenwebmms08,,Windows,In Use,192.168.21.202,Windows 2003,mneti.local
fenwebmms10,,Windows,In Use,192.168.238.72,Windows 2008 R2,mpni.local
fenwebmms11,,Windows,In Use,192.168.238.73,Windows 2008 R2,mpni.local
fenwebmms12,mpne.local,Windows,In Use,156.45.69.31,Windows 2008 R2,mpne.local
fenwebmms13,mpne.local,Windows,In Use,156.45.69.32,Windows 2008 R2,mpne.local
fenwebmms14,mneti.local,Windows,In Use,192.168.20.49,Windows 2008 R2,mneti.local
fenwebmms15,mneti.local,Windows,In Use,192.168.20.85,Windows 2008 R2,mneti.local
fenwebmms16,,Windows,In Use,192.168.21.45,Windows 2003,mneti.local
fenwebmms19,,Windows,In Use,156.45.54.16,Windows 2008 R2,us.maritz.net
fenwebmms20,,Windows,In Use,192.168.21.47,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmms21,,Windows,In Use,192.168.20.40,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmms23,,Windows,Build/Rebuild,192.168.20.133,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmms24,,Windows,Build/Rebuild,192.168.12.72,,
fenwebmpd07,,Windows,In Use,156.45.66.143,Windows 2003,us.maritz.net
fenwebmpd15,,Windows,In Use,156.45.66.185,Windows 2003,us.maritz.net
fenwebmpd16,,Windows,In Use,156.45.66.40,Windows 2003,us.maritz.net
fenwebmrd12,,Windows,In Use,156.45.66.233,Windows 2003,us.maritz.net
fenwebmrd17,,Windows,In Use,156.45.66.95,Windows 2003,us.maritz.net
fenwebmrd18,,Windows,In Use,156.45.66.206,Windows 2003,us.maritz.net
fenwebmrd19,,Windows,In Use,156.45.66.245,Windows 2008 R2,us.maritz.net
fenwebmrd21,us.maritz.net,Windows,In Use,156.45.66.128,Windows 2008 R2,us.maritz.net
fenwebmrd24,us.maritz.net,Windows,In Use,156.45.66.36,Windows 2008 R2,us.maritz.net
fenwebmrd25,,Windows,Build/Rebuild,156.45.66.42,,
FENWEBMRD26,,Windows,Build/Rebuild,156.45.66.32,,
FENWEBMRD27,,Windows,Build/Rebuild,156.45.66.81,,
fenwebmrd28,,Windows,In Use,156.45.66.136,Windows Server 2012 R2 Standard R2,us.maritz.net
fenwebmrp100,,Windows,In Use,172.19.5.60,Windows 2003,us.maritz.net
fenwebmrp101,,Windows,In Use,192.168.20.71,Windows 2003,mneti.local
fenwebmrp102,,Windows,In Use,192.168.20.72,Windows 2003,mneti.local
fenwebmrp103,mneti.local,Windows,In Use,192.168.20.59,Windows 2008 R2,mneti.local
fenwebmrp104,mneti.local,Windows,In Use,192.168.20.60,Windows 2008 R2,mneti.local
fenwebmrp105,,Windows,In Use,172.19.6.25,Windows 2003,us.maritz.net
fenwebmrp108,,Windows,In Use,192.168.21.198,Windows 2008 R2,mneti.local
fenwebmrp110,,Windows,In Use,172.19.6.24,Windows 2008 R2,us.maritz.net
fenwebmrp111,,Windows,Decommissioned,192.168.21.31,Windows 2003,mneti.local
fenwebmrp112,,Windows,Decommissioned,192.168.21.32,Windows 2003,mneti.local
fenwebmrp117,,Windows,In Use,192.168.11.54,Windows 2008 R2,mneti.local
fenwebmrp118,mneti.local,Windows,In Use,192.168.20.48,Windows 2008 R2,mneti.local
fenwebmrp119,mneti.local,Windows,In Use,192.168.20.53,Windows 2008 R2,mneti.local
fenwebmrp120,,Windows,In Use,192.168.20.54,Windows 2008 R2,mneti.local
fenwebmrp121,,Windows,In Use,192.168.20.55,Windows 2008 R2,mneti.local
fenwebmrp122,mneti.local,Windows,In Use,192.168.20.75,Windows 2008 R2,mneti.local
fenwebmrp123,,Windows,In Use,192.168.20.76,Windows 2008 R2,mneti.local
fenwebmrp126,mnete.local,Windows,In Use,156.45.59.45,,
fenwebmrp127,,Windows,Build/Rebuild,192.168.11.34,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrp128,,Windows,In Use,192.168.11.90,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrp129,mneti.local,Windows,Build/Rebuild,192.168.20.15,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrp130,mneti.local,Windows,Build/Rebuild,192.168.20.16,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrp131,,Windows,Build/Rebuild,192.168.11.109,,
fenwebmrp132,,Windows,Build/Rebuild,192.168.21.44,,
fenwebmrp133,,Windows,Build/Rebuild,192.168.12.56,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrp134,,Windows,Build/Rebuild,192.168.12.52,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrp135,,Windows,Build/Rebuild,172.19.5.46,Windows Server 2012 R2 Standard R2,us.maritz.net
fenwebmrp136,,Windows,Build/Rebuild,192.168.11.61,,
fenwebmrp137,,Windows,Build/Rebuild,192.168.10.39,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrp138,,Windows,Build/Rebuild,192.168.10.40,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrp139,,Windows,Build/Rebuild,172.19.6.55,Windows Server 2012 R2 Standard R2,us.maritz.net
fenwebmrp140,,Windows,Build/Rebuild,192.168.11.22,,
fenwebmrp141,,Windows,Build/Rebuild,192.168.20.51,,
fenwebmrp142,,Windows,Build/Rebuild,156.45.55.157,,
fenwebmrp43,,Windows,In Use,192.168.11.189,Windows 2003,mneti.local
fenwebmrp60,,Windows,To Be Disposed - AM,192.168.11.160,Windows 2003,mneti.local
fenwebmrp61,,Windows,In Use,156.45.55.93,Windows 2003,us.maritz.net
fenwebmrp62,,Windows,In Use,192.168.11.76,Windows 2003,mneti.local
fenwebmrp63,,Windows,In Use,192.168.21.126,Windows 2003,mneti.local
fenwebmrp64,,Windows,In Use,192.168.21.127,Windows 2003,mneti.local
fenwebmrp65,,Windows,In Use,192.168.21.156,Windows 2003,mneti.local
fenwebmrp68,,Windows,In Use,192.168.10.106,Windows 2003,mneti.local
fenwebmrp69,,Windows,In Use,192.168.10.107,Windows 2003,mneti.local
fenwebmrp71,,Windows,In Use,192.168.11.225,Windows 2003,mneti.local
fenwebmrp76,,Windows,In Use,192.168.11.167,Windows 2003,mneti.local
fenwebmrp79,,Windows,In Use,192.168.12.122,Windows 2003,mneti.local
fenwebmrp80,,Windows,In Use,192.168.12.123,Windows 2003,mneti.local
fenwebmrp84,,Windows,In Use,192.168.21.131,Windows 2003,mneti.local
fenwebmrp87,,Windows,In Use,192.168.11.92,Windows 2003,mneti.local
fenwebmrp94,,Windows,In Use,156.45.55.101,Windows 2003,us.maritz.net
fenwebmrp99,,Windows,In Use,192.168.11.67,Windows 2003,mneti.local
fenwebmrs06,,Windows,In Use,192.168.11.138,Windows 2003,mneti.local
fenwebmrs08,,Windows,In Use,192.168.21.220,Windows 2003,mneti.local
fenwebmrs09,,Windows,In Use,192.168.20.223,Windows 2003,mneti.local
fenwebmrs11,,Windows,In Use,192.168.21.82,Windows 2003,mneti.local
fenwebmrs12,,Windows,In Use,192.168.11.66,Windows 2003,mneti.local
fenwebmrs14,,Windows,In Use,192.168.21.194,Windows 2008 R2,mneti.local
fenwebmrs15,,Windows,In Use,192.168.21.63,Windows 2008 R2,mneti.local
fenwebmrs16,,Windows,Build/Rebuild,192.168.11.139,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrs17,,Windows,Build/Rebuild,192.168.21.96,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrs18,,Windows,Build/Rebuild,192.168.20.97,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrs19,,Windows,Build/Rebuild,192.168.11.68,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmrs20,,Windows,Build/Rebuild,192.168.21.35,Windows Server 2012 R2 Standard R2,mneti.local
fenwebmtd06,us.maritz.net,Windows,In Use,156.45.66.28,Windows 2008 R2,us.maritz.net
fenwebmtp22,,Windows,Decommissioned,156.45.55.58,Windows 2003,us.maritz.net
fenwebmtp34,mneti.local,Windows,In Use,192.168.20.88,Windows 2008 R2,mneti.local
fenwebmtp35,mneti.local,Windows,In Use,192.168.20.89,Windows 2008 R2,mneti.local
fenwebmtp36,mneti.local,Windows,In Use,192.168.20.156,Windows 2008 R2,mneti.local
FENWEBMTP43,,Windows,Installed,192.168.20.92,,
fenwebmts17,us.maritz.net,Windows,In Use,156.45.66.69,Windows 2008 R2,us.maritz.net
fenwebmts18,mneti.local,Windows,In Use,192.168.21.29,Windows 2008 R2,mneti.local
fenwebmts19,mneti.local,Windows,In Use,192.168.21.30,Windows 2008 R2,mneti.local
fenwebmts21,,Windows,Decommissioned,156.45.66.176,,
fenwebmts21,,Windows,Decommissioned,192.168.11.65,Windows 2008 R2,mneti.local
fenwebmts22,us.maritz.net,Windows,In Use,156.45.66.140,Windows 2008 R2,us.maritz.net
FENWEBMTS42,,Windows,Installed,192.168.20.119,,
FENWEBMTS43,,Windows,Build/Rebuild,,,
fenwebnicep01,,Windows,In Use,172.18.6.61,Windows 2008 R2,us.maritz.net
fenwebops05,,Windows,In Use,156.45.54.70,Windows 2003,WORKGROUP
fenwebops09,,Windows,In Use,156.45.54.104,Windows 2003,us.maritz.net
fenwebops20,,Windows,In Use,192.168.20.27,Windows 2003,mneti.local
fenwebqtpp01,,Windows,In Use,172.19.7.26,Windows 2003,us.maritz.net
fenwebrewd801v,maritz.com,Windows,In Use,156.45.55.217,Windows 2003,us.maritz.net
fenwebscd01,,Windows,In Use,156.45.66.226,Windows 2003,us.maritz.net
fenwebscs01,,Windows,In Use,156.45.66.139,Windows 2003,us.maritz.net
fenwebtdp01_retired,,Windows,De-Installed,156.45.50.49,,
fenwins01,,Windows,In Use,156.45.65.57,Windows 2003,us.maritz.net
fenxenappd052,,Windows,In Use,156.45.82.250,Windows 2008 R2,us.maritz.net
fenxenappd053,,Windows,In Use,156.45.82.251,Windows 2008 R2,us.maritz.net
fenxenappd056,,Windows,Build/Rebuild,156.45.82.228,Windows 2008 R2,us.maritz.net
fenxenappd057,,Windows,Build/Rebuild,156.45.82.252,Windows 2008 R2,us.maritz.net
fenxenappp020,,Windows,In Use,10.55.1.20,Windows 2008 R2,us.maritz.net
fenxenappp021,,Windows,Build/Rebuild,10.55.1.21,Windows 2008 R2,us.maritz.net
fenxenappp029,,Windows,Build/Rebuild,156.45.82.29,Windows 2008 R2,us.maritz.net
fenxenappp030,,Windows,In Use,156.45.82.30,Windows 2008 R2,us.maritz.net
fenxenappp031,,Windows,In Use,156.45.82.31,Windows 2008 R2,us.maritz.net
fenxenappp032,,Windows,In Use,156.45.82.32,Windows 2008 R2,us.maritz.net
fenxenappp033,,Windows,In Use,156.45.82.33,Windows 2008 R2,us.maritz.net
fenxenappp034,,Windows,In Use,156.45.82.34,Windows 2008 R2,us.maritz.net
fenxenappp035,,Windows,In Use,156.45.82.35,Windows 2008 R2,us.maritz.net
fenxenappp036,,Windows,In Use,156.45.82.36,Windows 2008 R2,us.maritz.net
fenxenappp037,,Windows,Build/Rebuild,156.45.82.37,Windows 2008 R2,us.maritz.net
fenxenappp038,,Windows,Build/Rebuild,156.45.82.38,Windows 2008 R2,us.maritz.net
fenxenappp039,,Windows,In Use,156.45.82.39,Windows 2008 R2,us.maritz.net
fenxenappp040,,Windows,In Use,156.45.82.40,,
fenxenappp041,,Windows,In Use,156.45.82.41,,
fenxenappp042,,Windows,In Use,156.45.82.42,,
fenxenappp043,,Windows,In Use,156.45.82.43,,
fenxenappp044,,Windows,In Use,156.45.82.44,,
fenxenappp045,,Windows,In Use,156.45.82.45,Windows 2008 R2,us.maritz.net
fenxenappp046,,Windows,In Use,156.45.82.46,,
fenxenappp060,,Windows,Build/Rebuild,156.45.82.60,Windows 2008 R2,us.maritz.net
fenxenappp061,,Windows,Build/Rebuild,156.45.82.61,Windows 2008 R2,us.maritz.net
fenxenappp070,,Windows,In Use,156.45.82.70,Windows 2008 R2,us.maritz.net
fenxenappp071,,Windows,In Use,156.45.82.71,Windows 2008 R2,us.maritz.net
fenxenappp072,,Windows,In Use,156.45.82.72,Windows 2008 R2,us.maritz.net
fenxenappp073,,Windows,In Use,156.45.82.73,Windows 2008 R2,us.maritz.net
fenxenappp076,,Windows,In Use,156.45.82.76,,
FENXENAPPP077,,Windows,In Use,156.45.82.77,,
fenxenappp080,,Windows,Decommissioned,10.55.1.80,Windows 2008 R2,us.maritz.net
fenxenappp081,,Windows,In Use,10.55.1.81,Windows 2008 R2,us.maritz.net
fenxenappp082,,Windows,In Use,10.55.1.82,Windows 2008 R2,us.maritz.net
fenxenappp083,,Windows,In Use,10.55.1.83,Windows 2008 R2,us.maritz.net
fenxenappp084,,Windows,In Use,10.55.1.84,Windows 2008 R2,us.maritz.net
fenxenappp086,,Windows,In Use,10.55.1.86,Windows 2008 R2,us.maritz.net
fenxenappp103,,Windows,In Use,156.45.82.103,Windows 2008 R2,us.maritz.net
fenxenappp105,,Windows,In Use,156.45.82.105,Windows 2008 R2,us.maritz.net
fenxenappp108,,Windows,In Use,156.45.82.108,Windows 2008 R2,us.maritz.net
fenxenappp111,,Windows,In Use,156.45.82.111,Windows 2008 R2,us.maritz.net
fenxenappp112,,Windows,In Use,156.45.82.112,Windows 2008 R2,us.maritz.net
fenxenappp113,,Windows,In Use,156.45.82.113,Windows 2008 R2,us.maritz.net
fenxenappp121,,Windows,Decommissioned,156.45.82.121,Windows 2008 R2,us.maritz.net
fenxenappp127,,Windows,Build/Rebuild,156.45.82.127,Windows 2008 R2,us.maritz.net
fenxenappp139,,Windows,Build/Rebuild,,Windows 2008 R2,us.maritz.net
fenxenappp140,,Windows,In Use,156.45.82.140,Windows 2008 R2,us.maritz.net
fenxenappp141,,Windows,In Use,156.45.82.141,Windows 2008 R2,us.maritz.net
fenxenappp142,,Windows,In Use,156.45.82.142,Windows 2008 R2,us.maritz.net
fenxenappp143,,Windows,In Use,156.45.82.143,Windows 2008 R2,us.maritz.net
fenxenappp144,,Windows,In Use,156.45.82.144,Windows 2008 R2,us.maritz.net
fenxenappp146,,Windows,In Use,156.45.82.146,,
fenxenappp147,,Windows,In Use,156.45.82.147,,
fenxenappp148,,Windows,In Use,156.45.82.148,,
fenxenappp149,,Windows,In Use,156.45.82.149,,
fenxenappp150,,Windows,In Use,156.45.82.150,,
fenxenappp151,,Windows,In Use,156.45.82.151,,
fenxenappp152,,Windows,In Use,156.45.82.152,,
fenxenappp153,,Windows,In Use,156.45.82.153,,
fenxenappp154,,Windows,In Use,156.45.82.154,,
fenxenappp155,,Windows,In Use,156.45.82.155,Windows 2008 R2,us.maritz.net
fenxenappp156,,Windows,In Use,156.45.82.156,,
fenxenappp157,,Windows,In Use,156.45.82.157,,
fenxenappp158,,Windows,In Use,156.45.82.158,,
fenxenappp159,,Windows,In Use,156.45.82.159,,
fenxenappp160,,Windows,In Use,156.45.82.160,,
fenxenappp161,,Windows,In Use,156.45.82.161,,
fenxenappp162,,Windows,In Use,156.45.82.162,,
fenxenappp163,,Windows,In Use,156.45.82.163,,
fenxenappp164,,Windows,In Use,156.45.82.164,,
fenxenappp165,,Windows,In Use,156.45.82.165,,
fenxenappp166,,Windows,In Use,156.45.82.166,,
fenxenappp167,,Windows,In Use,156.45.82.167,,
fenxenappp168,,Windows,In Use,156.45.82.168,,
fenxenappp169,,Windows,In Use,156.45.82.169,,
fenxenappp170,,Windows,In Use,156.45.82.170,,
fenxenappp171,,Windows,In Use,156.45.82.171,,
fenxenappp172,,Windows,In Use,156.45.82.172,,
fenxenappp173,,Windows,In Use,156.45.82.173,Windows 2008 R2,us.maritz.net
fenxenappp183,,Windows,In Use,156.45.82.183,Windows 2008 R2,us.maritz.net
fenxenappp184,,Windows,In Use,156.45.82.184,Windows 2008 R2,us.maritz.net
fenxenappp185,,Windows,In Use,156.45.82.185,Windows 2008 R2,us.maritz.net
fenxenappp186,,Windows,In Use,156.45.82.186,Windows 2008 R2,us.maritz.net
fenxenappp187,,Windows,In Use,156.45.82.187,,
fenxenappp188,,Windows,In Use,156.45.82.188,,
fenxenappp189,,Windows,In Use,156.45.82.189,,
fenxenappp200,,Windows,Decommissioned,156.45.82.200,Windows 2008 R2,us.maritz.net
fenxenappp201,,Windows,In Use,156.45.82.201,,
fenxenappp203,,Windows,In Use,156.45.82.203,,
fenxenappp210,,Windows,In Use,156.45.82.210,Windows 2008 R2,us.maritz.net
fenxenappp300,,Windows,In Use,172.18.6.32,,
fenxenappp301,,Windows,Build/Rebuild,172.18.6.33,Windows 2008 R2,us.maritz.net
fenxenappp305,,Windows,Build/Rebuild,172.17.5.35,,
fenxenappp307,,Windows,Build/Rebuild,172.17.5.37,,
fenxenappp310,,Windows,Decommissioned,172.19.10.31,,
fenxenappp350,,Windows,In Use,172.19.5.62,Windows 2008 R2,us.maritz.net
fenxenappp351,,Windows,In Use,172.19.5.63,Windows 2008 R2,us.maritz.net
fenxenappp400,,Windows,In Use,172.19.31.61,Windows 2008 R2,us.maritz.net
fenxenddc021,,Windows,Build/Rebuild,156.45.83.21,Windows 2008 R2,us.maritz.net
fenxenddc022,,Windows,Build/Rebuild,156.45.83.22,Windows 2008 R2,us.maritz.net
fenxenddcp03,,Windows,Build/Rebuild,156.45.83.20,Windows 2008 R2,us.maritz.net
fenxenhpdmp01,,Windows,In Use,156.45.82.18,Windows 2008 R2,us.maritz.net
FENXENINSIGHTP01,,Windows,In Use,156.45.83.23,Windows 2008 R2,us.maritz.net
fenxenpvsp03,,Windows,Build/Rebuild,156.45.82.13,Windows 2008 R2,us.maritz.net
fenxenpvsp04,,Windows,Build/Rebuild,156.45.82.14,Windows 2008 R2,us.maritz.net
fenxenstorp01,,Windows,In Use,156.45.82.19,Windows 2008 R2,us.maritz.net
fenxenstorp02,,Windows,In Use,156.45.83.19,Windows 2008 R2,us.maritz.net
fenxenstorp03,,Windows,In Use,156.45.83.18,Windows 2008 R2,us.maritz.net
fenxenstorp04,,Windows,In Use,156.45.82.15,Windows 2008 R2,us.maritz.net
fenxensvrp03,,XenServer,In Use,172.19.21.42,,
fenxensvrp04,,XenServer,In Use,172.19.21.43,Windows 2008 R2,us.maritz.net
FENXENSVRP12,,XenServer,In Use,172.19.21.51,,
FENXENSVRP13,,XenServer,In Use,172.19.21.52,,
FENXENSVRP14,,XenServer,In Use,172.19.21.53,,
FENXENSVRP15,,XenServer,In Use,172.19.21.54,,
FENXENSVRP16,,XenServer,In Use,172.19.21.55,,
FENXENSVRP17,,XenServer,In Use,172.19.21.56,,
FENXENSVRP18,,XenServer,In Use,172.19.21.57,,
FENXENSVRP19,,XenServer,In Use,172.19.21.58,,
FENXENSVRP20,,XenServer,In Use,172.19.21.59,,
FENXENSVRP21,,XenServer,In Use,172.19.21.60,,
FENXENSVRP22,,Windows,To Be Re-deployed - AM,172.19.21.61,,
HAMAPPDIAL01,,Appliance,In Use,213.61.85.203,,
HigginsLab2,,Windows,To Be Disposed - AM,156.45.54.131,,
krk002bkup01,,Windows,In Use,10.30.48.18,Windows 2008 R2,us.maritz.net
krk002offc04,,Windows,In Use,10.30.48.16,Windows Server 2012 R2 Standard R2,us.maritz.net
krk002sccmp02,,Windows,In Use,10.30.48.17,Windows Server 2012 R2 Standard R2,us.maritz.net
LABAPPMGP01,,Windows,In Use,10.255.113.94,,
LABAPPMGP02,,Windows,Installed,10.255.112.55,,
LABAPPMGP03,,Windows,Build/Rebuild,,,
labappmgts03,,Windows,In Use,10.255.112.201,,
LABAPPMSAPPVP01,,Windows,In Use,,,
LABAPPMSCMP01,,Windows,In Use,10.255.113.71,,
LABAPPMSCMP02,,Windows,In Use,10.255.113.72,,
LABAPPMSCMP03,,Windows,In Use,10.255.113.73,,
LABAPPMSCMP04,,Windows,Build/Rebuild,10.255.113.76,,
LABAPPMSCMP05,,Windows,Build/Rebuild,10.255.113.80,,
LABAPPMSKMSP01,,Windows,In Use,10.255.112.50,,
LABAPPSNSENVP01,,Windows,In Use,10.255.113.91,,
LABAPPSNSENVP02,,Windows,In Use,10.255.113.93,,
LABAPPSNSMGMP01,,Windows,In Use,10.255.113.90,,
labapptst03,,Windows,In Use,10.255.113.42,,
LABAPPVCP03,,Windows,In Use,10.255.116.155,,
LABBKUP01,,Windows,In Use,10.255.113.81,,
LABCLSR106,,Windows,In Use,10.255.113.102,,
LABDCPCI01,,Windows,In Use,10.255.50.251,,
LABDCPCI02,,Windows,In Use,10.255.50.252,,
LABDCRT01,,Windows,In Use,10.255.112.10,,
LABDCRT02,,Windows,In Use,10.255.112.11,,
LABDCRT03,,Windows,In Use,10.255.112.12,,
LABDCUS01,,Windows,In Use,10.255.112.15,,
LABDCUS02,,Windows,In Use,10.255.112.16,,
LABDCUS03,,Windows,In Use,10.255.112.17,,
LABDCUS21,,Windows,In Use,10.255.132.21,,
LABDCUS22,,Windows,In Use,10.255.132.22,,
LABDCUS23,,Windows,In Use,10.255.132.23,,
LABDHCP02,,Windows,In Use,10.255.112.25,,
LABEXCH04 ,,Windows,Build/Rebuild,10.255.113.50,,
LABEXCH05,,Windows,In Use,10.255.113.40,,
labgmgtst01,,Windows,Installed,10.255.116.151,,
labgmgtst02,,Windows,Installed,10.255.113.229,,
LABLCS01,,Windows,In Use,10.255.113.80,,
LABMTA03,,Windows,In Use,10.255.113.47,,
LABOWA03,,Windows,In Use,10.255.113.48,,
LABRODCUS01,,Windows,Build/Rebuild,10.255.112.14,,
LABSQLMGP02,,Windows,In Use,10.255.113.150,,
labsqlmgp04,,Windows,In Use,10.255.113.152,,
labsqlmgtsp03,,Windows,In Use,10.255.113.155,,
labsqlmgtsp07,,Windows,In Use,10.255.113.26,,
labsqlmgtsp08,,,In Use,10.255.113.233,,
labsqlmgtsp09,,,In Use,10.255.113.242,,
labsqlmgtsp10,,,In Use,10.255.113.241,,
LABSQLVCP03,,Windows,In Use,10.255.116.156,,
labtsvr1001,,Windows,Build/Rebuild,10.255.112.180,,
LABWEBMRD01,,Windows,Build/Rebuild,10.255.113.39,,
LABWEBMRD02,,Windows,Build/Rebuild,10.255.113.21,,
LABWEBMRD03,,Windows,Build/Rebuild,10.255.113.20,,
LABWINS01,,Windows,In Use,10.255.112.26,,
mau001apdcfmp01,,Windows,To Be Disposed - AM,10.30.14.34,,
mau001appapvp01,,Windows,In Use,10.30.14.51,Windows 2008 R2,us.maritz.net
mau001appdial01,,Windows,De-Installed,10.30.14.150,Windows 2003,us.maritz.net
mau001appekmp02,,Windows,In Use,172.28.4.17,Windows Server 2012 Standard,us.maritz.net
mau001appimg01,,Windows,In Use,10.30.14.200,Windows 2003,us.maritz.net
mau001appimg02,,Windows,Build/Rebuild,10.30.14.202,Windows Server 2012 R2 Standard R2,us.maritz.net
mau001appmrp01,,Windows,In Use,10.30.14.106,Windows 2003,us.maritz.net
mau001apppolp01,,Windows,In Use,10.30.14.38,Windows 2003,us.maritz.net
mau001apppolp02,,Windows,In Use,10.30.14.112,Windows 2008 R2,us.maritz.net
mau001apppols01,,Windows,In Use,10.30.14.111,Windows 2003,us.maritz.net
mau001appsasp01,,Windows,In Use,10.30.14.68,Windows 2008 R2,us.maritz.net
mau001apsccmp01,,Windows,In Use,10.30.14.50,Windows 2008 R2,us.maritz.net
mau001bkup01,,Windows,In Use,10.30.14.15,Windows 2008 R2,us.maritz.net
